index,task,verb,sentence,neg_sentence,complement,turker_pos_ratings,turker_neg_ratings,bert_pos_entailment_prob,bert_pos_contradiction_prob,bert_pos_neutral_prob,bert_neg_entailment_prob,bert_neg_contradiction_prob,bert_neg_neutral_prob,signature
1027,that,determine,NHTSA determined that the proposed rule would be beneficial to poor people,NHTSA did not determine that the proposed rule would be beneficial to poor people,The proposed rule would be beneficial to poor people.,"1.0,1.0,2.0","-1.0,0.0,0.0",0.9974903,0.000186217,0.00232352,0.067772225,0.006174297,0.9260534,+/o
1028,that,determine,The EPA determined that the rule will severly affect at least 20 states.,The EPA did not determine that the rule will severly affect at least 20 states.,The rule will severly affect at least 20 states.,"2.0,2.0,2.0","-1.0,0.0,0.0",0.99375755,0.000575646,0.005666739,0.007271357,0.001836364,0.9908923,+/o
1029,that,determine,The Secretary determined that the proposed rulemaking was impracticable.,The Secretary did not determine that the proposed rulemaking was impracticable.,The proposed rulemaking was impracticable.,"1.0,1.0,2.0","0.0,0.0,0.0",0.994878,0.000384695,0.004737324,0.008354189,0.003977257,0.98766863,+/o
1030,that,determine,Congress determined that Commission should recover over $126 in costs.,Congress did not determine that Commission should recover over $126 in costs.,Commission should recover over $ 126 in costs.,"1.0,1.0,2.0","-1.0,0.0,0.0",0.99820554,0.000412916,0.001381547,0.15239684,0.26326022,0.5843429,+/o
1031,that,determine,The EPA determined that the rule had a big economic action.,The EPA did not determine that the rule had a big economic action.,The rule had a big economic action.,"1.0,1.0,1.0","-1.0,-1.0,0.0",0.9952434,0.000320765,0.004435755,0.07356853,0.007215224,0.9192162,+/o
1032,that,determine,HUD determined that rules could be approved without review.,HUD did not determine that rules could be approved without review.,Rules could be approved without review.,"0.0,0.0,2.0","-2.0,0.0,0.0",0.99843675,0.000218185,0.001345061,0.16490856,0.0487033,0.7863881,+/o
1033,that,determine,From that moment I determined that he was innocent.,From that moment I did not determine that he was innocent.,He was innocent.,"0.0,1.0,2.0","-1.0,0.0,0.0",0.9917191,0.000375335,0.007905469,0.010190966,0.005456492,0.9843525,+/o
1034,that,felt,Many opponents felt that Smith's show of generosity was sincere.,Many opponents did not feel that Smith's show of generosity was sincere.,Smith's show of generosity was sincere.,"0.0,1.0,1.0","-2.0,-1.0,0.0",0.7350148,0.04947394,0.21551123,0.20886111,0.18162689,0.609512,o/o
1035,that,felt,Mr. Brown felt that three hours was more than enough for him.,Mr. Brown did not feel that three hours was more than enough for him.,Three hours was more than enough for him.,"1.0,1.0,2.0","-2.0,-2.0,-1.0",0.99582964,0.000497344,0.003673035,0.12881248,0.5820774,0.28911015,o/o
1036,that,felt,Tuppence felt that her previous opinion was proven correct. ,Tuppence did not feel that her previous opinion was proven correct. ,Her previous opinion was proven correct.,"1.0,1.0,1.0","-1.0,-1.0,0.0",0.99576086,0.000519851,0.003719399,0.002889873,0.9916226,0.005487425,o/o
1037,that,felt,The United States felt that Ho Chi Minh was a threat.,The United States did not feel that Ho Chi Minh was a threat.,Ho chi minh was a threat.,"0.0,0.0,2.0","0.0,0.0,0.0",0.9918688,0.000911417,0.007219759,0.009741345,0.977675,0.012583653,o/o
1038,that,felt,She felt that the judge agreed with her statement.,She did not feel that the judge agreed with her statement.,The judge agreed with her statement.,"-2.0,0.0,1.0","-2.0,-1.0,0.0",0.9978896,0.000285986,0.001824484,0.000474324,0.99845576,0.001069962,o/o
1039,that,felt,Julius felt that the doctor was deluding himself.,Julius did not feel that the doctor was deluding himself.,The doctor was deluding himself.,"0.0,0.0,1.0","-1.0,-1.0,0.0",0.9926728,0.001115048,0.006212167,0.20322159,0.19943291,0.5973454,o/o
1040,that,felt,I felt that Poirot was following my thoughts.,I did not feel that Poirot was following my thoughts.,Poirot was following my thoughts.,"0.0,1.0,1.0","0.0,0.0,0.0",0.997926,0.000341522,0.00173242,0.004094684,0.9920575,0.003847734,o/o
1041,that,felt,She felt that Whittington had scored.,She did not feel that Whittington had scored.,Whittington had scored.,"-2.0,0.0,0.0","-1.0,-1.0,-1.0",0.9934335,0.000646744,0.005919776,0.002265272,0.99413586,0.003598782,o/o
1042,that,recognize,French people increasingly recognize that some immigrants recognize national culture and add spice to the country's cuisine.,French people increasingly do not recognize that some immigrants do not recognize national culture and add spice to the country's cuisine.,Some immigrants recognize national culture and add spice to the country's cuisine.,"0.0,0.0,1.0","0.0,0.0,1.0",0.997843,0.000196248,0.001960664,0.9860235,0.001341237,0.012635195,+/+
1043,that,recognize,"Eventually, retailers recognize that there is no reward to offering quality service, and the fancy showrooms disappear.","Eventually, retailers do not recognize that there is no reward to offering quality service, and the fancy showrooms disappear.",There is no reward to offering quality service.,"1.0,1.0,2.0","-2.0,-1.0,0.0",0.9971156,0.000349087,0.002535253,0.99417627,0.000968118,0.004855564,+/+
1044,that,recognize,We recognized that this work often entails a great deal of effort and produces significant results.,We did not recognize that this work often entails a great deal of effort and produces significant results.,This work often entails a great deal of effort and produces significant results.,"2.0,2.0,2.0","0.0,1.0,1.0",0.9984554,0.000195351,0.001349288,0.9965636,0.000679111,0.002757312,+/+
1045,that,realize,\xe2\x80\xa6 From an early age I realized that I had exceptional abilities.,\xe2\x80\xa6 From an early age I did not realize that I had exceptional abilities.,I had exceptional abilities.,"0.0,1.0,2.0","0.0,1.0,2.0",0.99394083,0.000243352,0.00581581,0.68574464,0.009641192,0.3046142,+/+
1046,that,realize,I realized that he was the one who was responsible.,I did not realize that he was the one who was responsible.,He was the one who was responsible.,"1.0,2.0,2.0","1.0,1.0,2.0",0.99649435,0.000353273,0.003152418,0.98900825,0.002089771,0.008901967,+/+
1047,that,agree,Anse agreed that it was fair enough.,Anse did not agree that it was fair enough.,It was fair enough.,"1.0,1.0,2.0","-1.0,0.0,0.0",0.9896593,0.000307462,0.010033152,0.014326881,0.006194982,0.97947806,o/o
1048,that,conclude,They concluded that they could save about $60 million.,They did not conclude that they could save about $60 million.,They could save about $ 60 million.,"1.0,1.0,1.0","-1.0,0.0,0.0",0.9984774,0.000243261,0.001279352,0.5699294,0.09292182,0.3371487,o/o
1049,that,claim,He claims that his house is haunted by Ozzie Nelson.,He does not claim that his house is haunted by Ozzie Nelson.,His house is haunted by ozzie nelson.,"0.0,0.0,1.0","-1.0,0.0,0.0",0.9977254,0.000299595,0.001974913,0.022230834,0.94688386,0.030885225,o/o
1050,that,claim,The story claims that Africa is a very safe place.,The story does not claim that Africa is a very safe place.,Africa is a very safe place.,"0.0,0.0,1.0","0.0,0.0,0.0",0.9873229,0.000575659,0.012101381,0.1235883,0.08957952,0.78683215,o/o
1051,that,claim,A report claims that puberty can start at age 6.,A report does not claim that puberty can start at age 6.,Puberty can start at age 6.,"1.0,1.0,2.0","-2.0,-2.0,-1.0",0.9976121,0.000285244,0.002102578,0.31663564,0.3407969,0.34256747,o/o
1052,that,claim,Some men claim that women talk too much.,Some men do not claim that women talk too much.,Women talk too much.,"0.0,0.0,0.0","-1.0,-1.0,0.0",0.98842543,0.00176702,0.009807671,0.024090957,0.9405582,0.03535091,o/o
1053,that,claim,Anse claimed that it was a little cold.,Anse did not claim that it was a little cold.,It was a little cold.,"0.0,1.0,1.0","-1.0,-1.0,0.0",0.99284303,0.000470097,0.006686868,0.04201637,0.010263526,0.9477201,o/o
1054,that,mean,"This means that data are broken up into small pieces, or packets.","This does not mean that data are broken up into small pieces, or packets.","Data are broken up into small pieces, or packets.","1.0,2.0,2.0","-2.0,-1.0,0.0",0.9982027,0.000518456,0.001278842,0.09924878,0.8238893,0.07686193,o/o
1055,that,mean,This means that the data were broken down into small packets.,This does not mean that the data were broken down into small packets.,The data were broken down into small packets.,"1.0,2.0,2.0","-1.0,-1.0,0.0",0.9983804,0.000339872,0.001279671,0.4251862,0.32591677,0.24889705,o/o
1056,that,mean,Labor's victory over Likud meant that Said became depressed.,Labor's victory over Likud did not mean that Said became depressed.,Said became depressed.,"1.0,2.0,2.0","-2.0,-2.0,0.0",0.9970001,0.000481624,0.002518405,0.95184237,0.014047457,0.034110148,o/o
1057,that,mean,Plutonic means that something hails from the planet Pluto.,Plutonic does not mean that something hails from the planet Pluto.,Something hails from the planet pluto.,"1.0,1.0,2.0","-2.0,0.0,0.0",0.997104,0.000750337,0.002145642,0.686253,0.12367383,0.19007318,o/o
1058,that,mean,None of this means that Hong Kong is about to go bust.,None of this does not mean that Hong Kong is about to go bust.,Hong kong is about to go bust.,"-2.0,0.0,0.0","0.0,0.0,2.0",0.9516314,0.017733784,0.030634772,0.9772559,0.005512017,0.017232116,o/o
1059,that,mean,Kuidare means that you are frugal with your eating.,Kuidare does not mean that you are frugal with your eating.,You are frugal with your eating.,"0.0,0.0,2.0","0.0,0.0,0.0",0.99720794,0.000387766,0.002404219,0.40419212,0.14402466,0.4517832,o/o
1060,that,mean,It means that LSNY can keep most of the money.,It does not mean that LSNY can keep most of the money.,Lsny can keep most of the money.,"2.0,2.0,2.0","-2.0,-1.0,-1.0",0.9985221,0.000146721,0.001331124,0.8369366,0.066659756,0.09640363,o/o
1061,that,mean,Having wealth means that you have no money.,Having wealth does not mean that you have no money.,You have no money.,"0.0,0.0,0.0","-2.0,-1.0,0.0",0.9829477,0.007750198,0.009302111,0.000382649,0.9986273,0.00099011,o/o
1062,that,assume,I assumed that it was two o'clock in the morning. ,I did not assume that it was two o'clock in the morning. ,It was two o'clock in the morning.,"0.0,1.0,1.0","-1.0,0.0,0.0",0.9909095,0.001460541,0.007629957,0.9630968,0.011070899,0.025832217,o/o
1063,that,assume,I assume that the seven represents the planets.,I do not assume that the seven represents the planets.,The seven represents the planets.,"0.0,0.0,1.0","-2.0,0.0,0.0",0.99656695,0.000890882,0.002542194,0.065062895,0.9001876,0.034749478,o/o
1064,that,assume,I assumed that the killer was on the train.,I did not assume that the killer was on the train.,The killer was on the train.,"0.0,1.0,1.0","-1.0,-1.0,0.0",0.9897805,0.001523068,0.008696576,0.54909414,0.08647288,0.364433,o/o
1065,that,assume,We assumed that Kitchell brought us food.,We did not assume that Kitchell brought us food.,Kitchell brought us food.,"0.0,0.0,1.0","0.0,0.0,0.0",0.9914073,0.001784671,0.006807903,0.8403098,0.06202962,0.0976605,o/o
1066,that,assume,I assumed that the door was locked. ,I did not assume that the door was locked. ,The door was locked.,"0.0,1.0,1.0","0.0,0.0,0.0",0.98942363,0.000757614,0.009818684,0.12998727,0.06672192,0.8032908,o/o
1067,that,assume,It is assumed that he will leave. ,It is not assumed that he will leave. ,He will leave.,"1.0,1.0,1.0","-2.0,0.0,0.0",0.008277062,0.001902011,0.98982096,0.006885858,0.00310288,0.9900113,o/o
1068,that,assume,We assume that Dowd's quote is OK,We do not assume that Dowd's quote is OK,Dowd's quote is ok.,"0.0,0.0,1.0","0.0,0.0,0.0",0.9883042,0.001427683,0.010268179,0.36028275,0.29432717,0.34539008,o/o
1069,that,agree,I agree that the 90's were a derivative time. ,I do not agree that the 90's were a derivative time. ,The 90's were a derivative time.,"1.0,2.0,2.0","0.0,0.0,0.0",0.9969747,0.000214709,0.002810534,0.28731608,0.073692836,0.6389911,o/o
1070,that,agree,Hanson also agreed that Mac should get here.,Hanson also did not agree that Mac should get here.,Mac should get here.,"0.0,0.0,2.0","-2.0,-1.0,0.0",0.9946041,0.000818982,0.004576999,0.27239996,0.18287243,0.5447276,o/o
1071,that,agree,She agreed that we must set a bad example. ,She did not agree that we must set a bad example. ,We must set a bad example.,"1.0,1.0,1.0","-1.0,-1.0,0.0",0.9970848,0.000352471,0.002562824,0.9027726,0.01118766,0.08603983,o/o
1072,that,agree,Everyone agrees that the answer is yes.,Everyone does not agree that the answer is yes.,The answer is yes.,"1.0,1.0,2.0","-1.0,0.0,0.0",0.98321366,0.000639031,0.016147349,0.11914407,0.13387492,0.746981,o/o
1073,that,agree,Epstein agrees that we need some laws.,Epstein does not agree that we need some laws.,We need some laws.,"1.0,1.0,2.0","0.0,0.0,0.0",0.9964334,0.000327328,0.003239202,0.98549825,0.001382747,0.013118928,o/o
1074,that,conclude,He concluded that it was a foible of the legal mind.,He did not conclude that it was a foible of the legal mind.,It was a foible of the legal mind.,"1.0,1.0,2.0","-2.0,-2.0,0.0",0.996434,0.000321354,0.003244762,0.11373746,0.080469094,0.80579346,o/o
1075,that,conclude,The paper concluded that U.S. policy was always great.,The paper did not conclude that U.S. policy was always great.,U.s. policy was always great.,"0.0,0.0,2.0","-2.0,-2.0,0.0",0.9964109,0.000215568,0.003373569,0.122500956,0.12872632,0.74877274,o/o
1076,that,realize,Whittington realized that someone had been talking.,Whittington did not realize that someone had been talking.,Someone had been talking.,"1.0,2.0,2.0","1.0,2.0,2.0",0.995933,0.000290746,0.00377627,0.99225813,0.000715991,0.007025835,+/+
1077,that,conclude,OMB concluded that the rule was useless to the economy.,OMB did not conclude that the rule was useless to the economy.,The rule was useless to the economy.,"2.0,2.0,2.0","-1.0,0.0,2.0",0.99761176,0.0004177,0.001970576,0.21602283,0.45418072,0.32979637,o/o
1078,that,realize,I realized that criminals have very high standards.,I did not realize that criminals have very high standards.,Criminals have very high standards.,"0.0,2.0,2.0","0.0,0.0,1.0",0.9970216,0.000175255,0.002803082,0.9796425,0.002427758,0.017929733,+/+
1079,that,realize,Then he realized that there was no window.,Then he did not realize that there was no window.,There was no window.,"1.0,2.0,2.0","0.0,1.0,2.0",0.99689806,0.000252003,0.002849897,0.992345,0.000859588,0.00679545,+/+
1080,that,realize,He realized that this is a bad house.,He did not realize that this is a bad house.,This is a bad house.,"1.0,2.0,2.0","-2.0,1.0,2.0",0.995159,0.000434099,0.004406903,0.15494023,0.088366,0.7566938,+/+
1081,that,realize,He realized that he had spoken it.,He did not realize that he had spoken it.,He had spoken it.,"1.0,2.0,2.0","1.0,1.0,2.0",0.9970931,0.000210248,0.002696693,0.98723584,0.002167351,0.01059684,+/+
